"","hgnc_symbol","description"
"ENSG00000082438","COBLL1","cordon-bleu WH2 repeat protein like 1 [Source:HGNC Symbol;Acc:HGNC:23571]"
"ENSG00000082512","TRAF5","TNF receptor associated factor 5 [Source:HGNC Symbol;Acc:HGNC:12035]"
"ENSG00000082898","XPO1","exportin 1 [Source:HGNC Symbol;Acc:HGNC:12825]"
"ENSG00000083444","PLOD1","procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:9081]"
"ENSG00000084070","SMAP2","small ArfGAP2 [Source:HGNC Symbol;Acc:HGNC:25082]"
"ENSG00000084072","PPIE","peptidylprolyl isomerase E [Source:HGNC Symbol;Acc:HGNC:9258]"
"ENSG00000084073","ZMPSTE24","zinc metallopeptidase STE24 [Source:HGNC Symbol;Acc:HGNC:12877]"
"ENSG00000084090","STARD7","StAR related lipid transfer domain containing 7 [Source:HGNC Symbol;Acc:HGNC:18063]"
"ENSG00000084623","EIF3I","eukaryotic translation initiation factor 3 subunit I [Source:HGNC Symbol;Acc:HGNC:3272]"
"ENSG00000084628","NKAIN1","sodium/potassium transporting ATPase interacting 1 [Source:HGNC Symbol;Acc:HGNC:25743]"
"ENSG00000084636","COL16A1","collagen type XVI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2193]"
"ENSG00000084652","TXLNA","taxilin alpha [Source:HGNC Symbol;Acc:HGNC:30685]"
"ENSG00000084674","APOB","apolipoprotein B [Source:HGNC Symbol;Acc:HGNC:603]"
"ENSG00000084676","NCOA1","nuclear receptor coactivator 1 [Source:HGNC Symbol;Acc:HGNC:7668]"
"ENSG00000084693","AGBL5","AGBL carboxypeptidase 5 [Source:HGNC Symbol;Acc:HGNC:26147]"
"ENSG00000084710","EFR3B","EFR3 homolog B [Source:HGNC Symbol;Acc:HGNC:29155]"
"ENSG00000084731","KIF3C","kinesin family member 3C [Source:HGNC Symbol;Acc:HGNC:6321]"
"ENSG00000084733","RAB10","RAB10, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9759]"
"ENSG00000084734","GCKR","glucokinase regulator [Source:HGNC Symbol;Acc:HGNC:4196]"
"ENSG00000084754","HADHA","hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:4801]"
"ENSG00000084764","MAPRE3","microtubule associated protein RP/EB family member 3 [Source:HGNC Symbol;Acc:HGNC:6892]"
"ENSG00000084774","CAD","carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase [Source:HGNC Symbol;Acc:HGNC:1424]"
"ENSG00000085433","WDR47","WD repeat domain 47 [Source:HGNC Symbol;Acc:HGNC:29141]"
"ENSG00000085449","WDFY1","WD repeat and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20451]"
"ENSG00000085465","OVGP1","oviductal glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:8524]"
"ENSG00000085491","SLC25A24","solute carrier family 25 member 24 [Source:HGNC Symbol;Acc:HGNC:20662]"
"ENSG00000085552","IGSF9","immunoglobulin superfamily member 9 [Source:HGNC Symbol;Acc:HGNC:18132]"
"ENSG00000085760","MTIF2","mitochondrial translational initiation factor 2 [Source:HGNC Symbol;Acc:HGNC:7441]"
"ENSG00000085831","TTC39A","tetratricopeptide repeat domain 39A [Source:HGNC Symbol;Acc:HGNC:18657]"
"ENSG00000085832","EPS15","epidermal growth factor receptor pathway substrate 15 [Source:HGNC Symbol;Acc:HGNC:3419]"
"ENSG00000085840","ORC1","origin recognition complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:8487]"
"ENSG00000085978","ATG16L1","autophagy related 16 like 1 [Source:HGNC Symbol;Acc:HGNC:21498]"
"ENSG00000085982","USP40","ubiquitin specific peptidase 40 [Source:HGNC Symbol;Acc:HGNC:20069]"
"ENSG00000085998","POMGNT1","protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-) [Source:HGNC Symbol;Acc:HGNC:19139]"
"ENSG00000085999","RAD54L","RAD54 like [Source:HGNC Symbol;Acc:HGNC:9826]"
"ENSG00000086015","MAST2","microtubule associated serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:19035]"
"ENSG00000086619","ERO1B","endoplasmic reticulum oxidoreductase 1 beta [Source:HGNC Symbol;Acc:HGNC:14355]"
"ENSG00000087338","GMCL1","germ cell-less 1, spermatogenesis associated [Source:HGNC Symbol;Acc:HGNC:23843]"
"ENSG00000088035","ALG6","ALG6 alpha-1,3-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:23157]"
"ENSG00000088179","PTPN4","protein tyrosine phosphatase non-receptor type 4 [Source:HGNC Symbol;Acc:HGNC:9656]"
"ENSG00000088205","DDX18","DEAD-box helicase 18 [Source:HGNC Symbol;Acc:HGNC:2741]"
"ENSG00000088280","ASAP3","ArfGAP with SH3 domain, ankyrin repeat and PH domain 3 [Source:HGNC Symbol;Acc:HGNC:14987]"
"ENSG00000090020","SLC9A1","solute carrier family 9 member A1 [Source:HGNC Symbol;Acc:HGNC:11071]"
"ENSG00000090273","NUDC","nuclear distribution C, dynein complex regulator [Source:HGNC Symbol;Acc:HGNC:8045]"
"ENSG00000090432","MUL1","mitochondrial E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:25762]"
"ENSG00000090621","PABPC4","poly(A) binding protein cytoplasmic 4 [Source:HGNC Symbol;Acc:HGNC:8557]"
"ENSG00000090686","USP48","ubiquitin specific peptidase 48 [Source:HGNC Symbol;Acc:HGNC:18533]"
"ENSG00000091106","NLRC4","NLR family CARD domain containing 4 [Source:HGNC Symbol;Acc:HGNC:16412]"
"ENSG00000091409","ITGA6","integrin subunit alpha 6 [Source:HGNC Symbol;Acc:HGNC:6142]"
"ENSG00000091428","RAPGEF4","Rap guanine nucleotide exchange factor 4 [Source:HGNC Symbol;Acc:HGNC:16626]"
"ENSG00000091436","MAP3K20","mitogen-activated protein kinase kinase kinase 20 [Source:HGNC Symbol;Acc:HGNC:17797]"
"ENSG00000091483","FH","fumarate hydratase [Source:HGNC Symbol;Acc:HGNC:3700]"
"ENSG00000092607","TBX15","T-box transcription factor 15 [Source:HGNC Symbol;Acc:HGNC:11594]"
"ENSG00000092621","PHGDH","phosphoglycerate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8923]"
"ENSG00000092847","AGO1","argonaute RISC component 1 [Source:HGNC Symbol;Acc:HGNC:3262]"
"ENSG00000092850","TEKT2","tektin 2 [Source:HGNC Symbol;Acc:HGNC:11725]"
"ENSG00000092853","CLSPN","claspin [Source:HGNC Symbol;Acc:HGNC:19715]"
"ENSG00000092969","TGFB2","transforming growth factor beta 2 [Source:HGNC Symbol;Acc:HGNC:11768]"
"ENSG00000092978","GPATCH2","G-patch domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25499]"
"ENSG00000094963","FMO2","flavin containing dimethylaniline monoxygenase 2 [Source:HGNC Symbol;Acc:HGNC:3770]"
"ENSG00000094975","SUCO","SUN domain containing ossification factor [Source:HGNC Symbol;Acc:HGNC:1240]"
"ENSG00000095002","MSH2","mutS homolog 2 [Source:HGNC Symbol;Acc:HGNC:7325]"
"ENSG00000097021","ACOT7","acyl-CoA thioesterase 7 [Source:HGNC Symbol;Acc:HGNC:24157]"
"ENSG00000097033","SH3GLB1","SH3 domain containing GRB2 like, endophilin B1 [Source:HGNC Symbol;Acc:HGNC:10833]"
"ENSG00000097046","CDC7","cell division cycle 7 [Source:HGNC Symbol;Acc:HGNC:1745]"
"ENSG00000097096","SYDE2","synapse defective Rho GTPase homolog 2 [Source:HGNC Symbol;Acc:HGNC:25841]"
"ENSG00000099260","PALMD","palmdelphin [Source:HGNC Symbol;Acc:HGNC:15846]"
"ENSG00000107404","DVL1","dishevelled segment polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:3084]"
"ENSG00000114923","SLC4A3","solute carrier family 4 member 3 [Source:HGNC Symbol;Acc:HGNC:11029]"
"ENSG00000114933","INO80D","INO80 complex subunit D [Source:HGNC Symbol;Acc:HGNC:25997]"
"ENSG00000114942","EEF1B2","eukaryotic translation elongation factor 1 beta 2 [Source:HGNC Symbol;Acc:HGNC:3208]"
"ENSG00000114948","ADAM23","ADAM metallopeptidase domain 23 [Source:HGNC Symbol;Acc:HGNC:202]"
"ENSG00000114956","DGUOK","deoxyguanosine kinase [Source:HGNC Symbol;Acc:HGNC:2858]"
"ENSG00000114978","MOB1A","MOB kinase activator 1A [Source:HGNC Symbol;Acc:HGNC:16015]"
"ENSG00000114982","KANSL3","KAT8 regulatory NSL complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:25473]"
"ENSG00000114988","LMAN2L","lectin, mannose binding 2 like [Source:HGNC Symbol;Acc:HGNC:19263]"
"ENSG00000114993","RTKN","rhotekin [Source:HGNC Symbol;Acc:HGNC:10466]"
"ENSG00000114999","TTL","tubulin tyrosine ligase [Source:HGNC Symbol;Acc:HGNC:21586]"
"ENSG00000115008","IL1A","interleukin 1 alpha [Source:HGNC Symbol;Acc:HGNC:5991]"
"ENSG00000115009","CCL20","C-C motif chemokine ligand 20 [Source:HGNC Symbol;Acc:HGNC:10619]"
"ENSG00000115020","PIKFYVE","phosphoinositide kinase, FYVE-type zinc finger containing [Source:HGNC Symbol;Acc:HGNC:23785]"
"ENSG00000115041","KCNIP3","potassium voltage-gated channel interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:15523]"
"ENSG00000115042","FAHD2A","fumarylacetoacetate hydrolase domain containing 2A [Source:HGNC Symbol;Acc:HGNC:24252]"
"ENSG00000115053","NCL","nucleolin [Source:HGNC Symbol;Acc:HGNC:7667]"
"ENSG00000115073","ACTR1B","actin related protein 1B [Source:HGNC Symbol;Acc:HGNC:168]"
"ENSG00000115084","SLC35F5","solute carrier family 35 member F5 [Source:HGNC Symbol;Acc:HGNC:23617]"
"ENSG00000115085","ZAP70","zeta chain of T cell receptor associated protein kinase 70 [Source:HGNC Symbol;Acc:HGNC:12858]"
"ENSG00000115091","ACTR3","actin related protein 3 [Source:HGNC Symbol;Acc:HGNC:170]"
"ENSG00000115107","STEAP3","STEAP3 metalloreductase [Source:HGNC Symbol;Acc:HGNC:24592]"
"ENSG00000115109","EPB41L5","erythrocyte membrane protein band 4.1 like 5 [Source:HGNC Symbol;Acc:HGNC:19819]"
"ENSG00000115112","TFCP2L1","transcription factor CP2 like 1 [Source:HGNC Symbol;Acc:HGNC:17925]"
"ENSG00000115128","SF3B6","splicing factor 3b subunit 6 [Source:HGNC Symbol;Acc:HGNC:30096]"
"ENSG00000115129","TP53I3","tumor protein p53 inducible protein 3 [Source:HGNC Symbol;Acc:HGNC:19373]"
"ENSG00000115137","DNAJC27","DnaJ heat shock protein family (Hsp40) member C27 [Source:HGNC Symbol;Acc:HGNC:30290]"
"ENSG00000115145","STAM2","signal transducing adaptor molecule 2 [Source:HGNC Symbol;Acc:HGNC:11358]"
"ENSG00000115155","OTOF","otoferlin [Source:HGNC Symbol;Acc:HGNC:8515]"
"ENSG00000115159","GPD2","glycerol-3-phosphate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:4456]"
"ENSG00000115163","CENPA","centromere protein A [Source:HGNC Symbol;Acc:HGNC:1851]"
"ENSG00000115170","ACVR1","activin A receptor type 1 [Source:HGNC Symbol;Acc:HGNC:171]"
"ENSG00000115183","TANC1","tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1 [Source:HGNC Symbol;Acc:HGNC:29364]"
"ENSG00000115194","SLC30A3","solute carrier family 30 member 3 [Source:HGNC Symbol;Acc:HGNC:11014]"
"ENSG00000115204","MPV17","mitochondrial inner membrane protein MPV17 [Source:HGNC Symbol;Acc:HGNC:7224]"
"ENSG00000115207","GTF3C2","general transcription factor IIIC subunit 2 [Source:HGNC Symbol;Acc:HGNC:4665]"
"ENSG00000115211","EIF2B4","eukaryotic translation initiation factor 2B subunit delta [Source:HGNC Symbol;Acc:HGNC:3260]"
"ENSG00000115216","NRBP1","nuclear receptor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:7993]"
"ENSG00000115221","ITGB6","integrin subunit beta 6 [Source:HGNC Symbol;Acc:HGNC:6161]"
"ENSG00000115226","FNDC4","fibronectin type III domain containing 4 [Source:HGNC Symbol;Acc:HGNC:20239]"
"ENSG00000115232","ITGA4","integrin subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:6140]"
"ENSG00000115233","PSMD14","proteasome 26S subunit, non-ATPase 14 [Source:HGNC Symbol;Acc:HGNC:16889]"
"ENSG00000115234","SNX17","sorting nexin 17 [Source:HGNC Symbol;Acc:HGNC:14979]"
"ENSG00000115239","ASB3","ankyrin repeat and SOCS box containing 3 [Source:HGNC Symbol;Acc:HGNC:16013]"
"ENSG00000115241","PPM1G","protein phosphatase, Mg2+/Mn2+ dependent 1G [Source:HGNC Symbol;Acc:HGNC:9278]"
"ENSG00000115252","PDE1A","phosphodiesterase 1A [Source:HGNC Symbol;Acc:HGNC:8774]"
"ENSG00000115267","IFIH1","interferon induced with helicase C domain 1 [Source:HGNC Symbol;Acc:HGNC:18873]"
"ENSG00000115271","GCA","grancalcin [Source:HGNC Symbol;Acc:HGNC:15990]"
"ENSG00000115274","INO80B","INO80 complex subunit B [Source:HGNC Symbol;Acc:HGNC:13324]"
"ENSG00000115275","MOGS","mannosyl-oligosaccharide glucosidase [Source:HGNC Symbol;Acc:HGNC:24862]"
"ENSG00000115282","TTC31","tetratricopeptide repeat domain 31 [Source:HGNC Symbol;Acc:HGNC:25759]"
"ENSG00000115289","PCGF1","polycomb group ring finger 1 [Source:HGNC Symbol;Acc:HGNC:17615]"
"ENSG00000115290","GRB14","growth factor receptor bound protein 14 [Source:HGNC Symbol;Acc:HGNC:4565]"
"ENSG00000115295","CLIP4","CAP-Gly domain containing linker protein family member 4 [Source:HGNC Symbol;Acc:HGNC:26108]"
"ENSG00000115297","TLX2","T cell leukemia homeobox 2 [Source:HGNC Symbol;Acc:HGNC:5057]"
"ENSG00000115306","SPTBN1","spectrin beta, non-erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11275]"
"ENSG00000115307","AUP1","AUP1 lipid droplet regulating VLDL assembly factor [Source:HGNC Symbol;Acc:HGNC:891]"
"ENSG00000115310","RTN4","reticulon 4 [Source:HGNC Symbol;Acc:HGNC:14085]"
"ENSG00000115317","HTRA2","HtrA serine peptidase 2 [Source:HGNC Symbol;Acc:HGNC:14348]"
"ENSG00000115318","LOXL3","lysyl oxidase like 3 [Source:HGNC Symbol;Acc:HGNC:13869]"
"ENSG00000115325","DOK1","docking protein 1 [Source:HGNC Symbol;Acc:HGNC:2990]"
"ENSG00000115339","GALNT3","polypeptide N-acetylgalactosaminyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:4125]"
"ENSG00000115350","POLE4","DNA polymerase epsilon 4, accessory subunit [Source:HGNC Symbol;Acc:HGNC:18755]"
"ENSG00000115353","TACR1","tachykinin receptor 1 [Source:HGNC Symbol;Acc:HGNC:11526]"
"ENSG00000115355","CCDC88A","coiled-coil domain containing 88A [Source:HGNC Symbol;Acc:HGNC:25523]"
"ENSG00000115361","ACADL","acyl-CoA dehydrogenase long chain [Source:HGNC Symbol;Acc:HGNC:88]"
"ENSG00000115363","EVA1A","eva-1 homolog A, regulator of programmed cell death [Source:HGNC Symbol;Acc:HGNC:25816]"
"ENSG00000115364","MRPL19","mitochondrial ribosomal protein L19 [Source:HGNC Symbol;Acc:HGNC:14052]"
"ENSG00000115365","LANCL1","LanC like glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:6508]"
"ENSG00000115368","WDR75","WD repeat domain 75 [Source:HGNC Symbol;Acc:HGNC:25725]"
"ENSG00000115380","EFEMP1","EGF containing fibulin extracellular matrix protein 1 [Source:HGNC Symbol;Acc:HGNC:3218]"
"ENSG00000115392","FANCL","FA complementation group L [Source:HGNC Symbol;Acc:HGNC:20748]"
"ENSG00000115414","FN1","fibronectin 1 [Source:HGNC Symbol;Acc:HGNC:3778]"
"ENSG00000115415","STAT1","signal transducer and activator of transcription 1 [Source:HGNC Symbol;Acc:HGNC:11362]"
"ENSG00000115419","GLS","glutaminase [Source:HGNC Symbol;Acc:HGNC:4331]"
"ENSG00000115421","PAPOLG","poly(A) polymerase gamma [Source:HGNC Symbol;Acc:HGNC:14982]"
"ENSG00000115423","DNAH6","dynein axonemal heavy chain 6 [Source:HGNC Symbol;Acc:HGNC:2951]"
"ENSG00000115425","PECR","peroxisomal trans-2-enoyl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:18281]"
"ENSG00000115446","UNC50","unc-50 inner nuclear membrane RNA binding protein [Source:HGNC Symbol;Acc:HGNC:16046]"
"ENSG00000115457","IGFBP2","insulin like growth factor binding protein 2 [Source:HGNC Symbol;Acc:HGNC:5471]"
"ENSG00000115459","ELMOD3","ELMO domain containing 3 [Source:HGNC Symbol;Acc:HGNC:26158]"
"ENSG00000115464","USP34","ubiquitin specific peptidase 34 [Source:HGNC Symbol;Acc:HGNC:20066]"
"ENSG00000115468","EFHD1","EF-hand domain family member D1 [Source:HGNC Symbol;Acc:HGNC:29556]"
"ENSG00000115484","CCT4","chaperonin containing TCP1 subunit 4 [Source:HGNC Symbol;Acc:HGNC:1617]"
"ENSG00000115486","GGCX","gamma-glutamyl carboxylase [Source:HGNC Symbol;Acc:HGNC:4247]"
"ENSG00000115504","EHBP1","EH domain binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29144]"
"ENSG00000115507","OTX1","orthodenticle homeobox 1 [Source:HGNC Symbol;Acc:HGNC:8521]"
"ENSG00000115514","TXNDC9","thioredoxin domain containing 9 [Source:HGNC Symbol;Acc:HGNC:24110]"
"ENSG00000115520","COQ10B","coenzyme Q10B [Source:HGNC Symbol;Acc:HGNC:25819]"
"ENSG00000115524","SF3B1","splicing factor 3b subunit 1 [Source:HGNC Symbol;Acc:HGNC:10768]"
"ENSG00000115525","ST3GAL5","ST3 beta-galactoside alpha-2,3-sialyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:10872]"
"ENSG00000115526","CHST10","carbohydrate sulfotransferase 10 [Source:HGNC Symbol;Acc:HGNC:19650]"
"ENSG00000115539","PDCL3","phosducin like 3 [Source:HGNC Symbol;Acc:HGNC:28860]"
"ENSG00000115540","MOB4","MOB family member 4, phocein [Source:HGNC Symbol;Acc:HGNC:17261]"
"ENSG00000115541","HSPE1","heat shock protein family E (Hsp10) member 1 [Source:HGNC Symbol;Acc:HGNC:5269]"
"ENSG00000115548","KDM3A","lysine demethylase 3A [Source:HGNC Symbol;Acc:HGNC:20815]"
"ENSG00000115561","CHMP3","charged multivesicular body protein 3 [Source:HGNC Symbol;Acc:HGNC:29865]"
"ENSG00000115568","ZNF142","zinc finger protein 142 [Source:HGNC Symbol;Acc:HGNC:12927]"
"ENSG00000115590","IL1R2","interleukin 1 receptor type 2 [Source:HGNC Symbol;Acc:HGNC:5994]"
"ENSG00000115592","PRKAG3","protein kinase AMP-activated non-catalytic subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:9387]"
"ENSG00000115593","SMYD1","SET and MYND domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20986]"
"ENSG00000115594","IL1R1","interleukin 1 receptor type 1 [Source:HGNC Symbol;Acc:HGNC:5993]"
"ENSG00000115596","WNT6","Wnt family member 6 [Source:HGNC Symbol;Acc:HGNC:12785]"
"ENSG00000115604","IL18R1","interleukin 18 receptor 1 [Source:HGNC Symbol;Acc:HGNC:5988]"
"ENSG00000115616","SLC9A2","solute carrier family 9 member A2 [Source:HGNC Symbol;Acc:HGNC:11072]"
"ENSG00000115641","FHL2","four and a half LIM domains 2 [Source:HGNC Symbol;Acc:HGNC:3703]"
"ENSG00000115648","MLPH","melanophilin [Source:HGNC Symbol;Acc:HGNC:29643]"
"ENSG00000115649","CNPPD1","cyclin Pas1/PHO80 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25220]"
"ENSG00000115652","UXS1","UDP-glucuronate decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:17729]"
"ENSG00000115657","ABCB6","ATP binding cassette subfamily B member 6 (LAN blood group) [Source:HGNC Symbol;Acc:HGNC:47]"
"ENSG00000115661","STK16","serine/threonine kinase 16 [Source:HGNC Symbol;Acc:HGNC:11394]"
"ENSG00000115677","HDLBP","high density lipoprotein binding protein [Source:HGNC Symbol;Acc:HGNC:4857]"
"ENSG00000115685","PPP1R7","protein phosphatase 1 regulatory subunit 7 [Source:HGNC Symbol;Acc:HGNC:9295]"
"ENSG00000115687","PASK","PAS domain containing serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:17270]"
"ENSG00000115694","STK25","serine/threonine kinase 25 [Source:HGNC Symbol;Acc:HGNC:11404]"
"ENSG00000115718","PROC","protein C, inactivator of coagulation factors Va and VIIIa [Source:HGNC Symbol;Acc:HGNC:9451]"
"ENSG00000115738","ID2","inhibitor of DNA binding 2 [Source:HGNC Symbol;Acc:HGNC:5361]"
"ENSG00000115750","TAF1B","TATA-box binding protein associated factor, RNA polymerase I subunit B [Source:HGNC Symbol;Acc:HGNC:11533]"
"ENSG00000115756","HPCAL1","hippocalcin like 1 [Source:HGNC Symbol;Acc:HGNC:5145]"
"ENSG00000115758","ODC1","ornithine decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:8109]"
"ENSG00000115760","BIRC6","baculoviral IAP repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:13516]"
"ENSG00000115761","NOL10","nucleolar protein 10 [Source:HGNC Symbol;Acc:HGNC:25862]"
"ENSG00000115762","PLEKHB2","pleckstrin homology domain containing B2 [Source:HGNC Symbol;Acc:HGNC:19236]"
"ENSG00000115806","GORASP2","golgi reassembly stacking protein 2 [Source:HGNC Symbol;Acc:HGNC:17500]"
"ENSG00000115808","STRN","striatin [Source:HGNC Symbol;Acc:HGNC:11424]"
"ENSG00000115816","CEBPZ","CCAAT enhancer binding protein zeta [Source:HGNC Symbol;Acc:HGNC:24218]"
"ENSG00000115825","PRKD3","protein kinase D3 [Source:HGNC Symbol;Acc:HGNC:9408]"
"ENSG00000115827","DCAF17","DDB1 and CUL4 associated factor 17 [Source:HGNC Symbol;Acc:HGNC:25784]"
"ENSG00000115828","QPCT","glutaminyl-peptide cyclotransferase [Source:HGNC Symbol;Acc:HGNC:9753]"
"ENSG00000115839","RAB3GAP1","RAB3 GTPase activating protein catalytic subunit 1 [Source:HGNC Symbol;Acc:HGNC:17063]"
"ENSG00000115840","SLC25A12","solute carrier family 25 member 12 [Source:HGNC Symbol;Acc:HGNC:10982]"
"ENSG00000115841","RMDN2","regulator of microtubule dynamics 2 [Source:HGNC Symbol;Acc:HGNC:26567]"
"ENSG00000115844","DLX2","distal-less homeobox 2 [Source:HGNC Symbol;Acc:HGNC:2915]"
"ENSG00000115850","LCT","lactase [Source:HGNC Symbol;Acc:HGNC:6530]"
"ENSG00000115866","DARS1","aspartyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:2678]"
"ENSG00000115875","SRSF7","serine and arginine rich splicing factor 7 [Source:HGNC Symbol;Acc:HGNC:10789]"
"ENSG00000115884","SDC1","syndecan 1 [Source:HGNC Symbol;Acc:HGNC:10658]"
"ENSG00000115896","PLCL1","phospholipase C like 1 (inactive) [Source:HGNC Symbol;Acc:HGNC:9063]"
"ENSG00000115902","SLC1A4","solute carrier family 1 member 4 [Source:HGNC Symbol;Acc:HGNC:10942]"
"ENSG00000115904","SOS1","SOS Ras/Rac guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:11187]"
"ENSG00000115919","KYNU","kynureninase [Source:HGNC Symbol;Acc:HGNC:6469]"
"ENSG00000115935","WIPF1","WAS/WASL interacting protein family member 1 [Source:HGNC Symbol;Acc:HGNC:12736]"
"ENSG00000115942","ORC2","origin recognition complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:8488]"
"ENSG00000115944","COX7A2L","cytochrome c oxidase subunit 7A2 like [Source:HGNC Symbol;Acc:HGNC:2289]"
"ENSG00000115946","PNO1","partner of NOB1 homolog [Source:HGNC Symbol;Acc:HGNC:32790]"
"ENSG00000115947","ORC4","origin recognition complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:8490]"
"ENSG00000115956","PLEK","pleckstrin [Source:HGNC Symbol;Acc:HGNC:9070]"
"ENSG00000115963","RND3","Rho family GTPase 3 [Source:HGNC Symbol;Acc:HGNC:671]"
"ENSG00000115966","ATF2","activating transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:784]"
"ENSG00000115970","THADA","THADA armadillo repeat containing [Source:HGNC Symbol;Acc:HGNC:19217]"
"ENSG00000115977","AAK1","AP2 associated kinase 1 [Source:HGNC Symbol;Acc:HGNC:19679]"
"ENSG00000115993","TRAK2","trafficking kinesin protein 2 [Source:HGNC Symbol;Acc:HGNC:13206]"
"ENSG00000115998","C2orf42","chromosome 2 open reading frame 42 [Source:HGNC Symbol;Acc:HGNC:26056]"
"ENSG00000116001","TIA1","TIA1 cytotoxic granule associated RNA binding protein [Source:HGNC Symbol;Acc:HGNC:11802]"
